 1.61877e+00 -3.04040e-02 -4.70029e-01  1.74333e+00 -1.54959e-01 
 1.32860e-01  3.17710e-01 -8.66616e-01  1.09682e+00 -6.46246e-01 
-1.38336e-02  6.45745e-02  1.90353e-02  6.89514e-02 -1.82105e-02 
 9.95285e-04  8.05081e-02  7.73319e-03  8.12532e-02  2.50160e-04 
 1.60279e-03  3.15564e-02  2.92040e-03  3.18385e-02  1.32071e-03 
-2.60703e-03  9.05324e-02  9.89744e-03  9.15725e-02 -3.64717e-03 
-3.83312e-02  8.86291e-02  3.49049e-02  9.75926e-02 -4.72947e-02 
-5.00259e-03  8.51421e-02  5.86838e-02  1.14065e-01 -3.39255e-02 
-2.92346e-02  1.57559e-01  2.58617e-02  1.61074e-01 -3.27491e-02 
-1.35664e-01  2.00088e-01  6.82230e-02  2.13421e-01 -1.48997e-01 
-6.67164e-02  1.10928e-01 -4.14996e-03  1.11025e-01 -6.68133e-02 
-6.60202e-02  2.11701e-01  1.47461e-01  2.75392e-01 -1.29711e-01 
 2.34776e-02  5.47885e-02  4.83414e-02  8.99463e-02 -1.16801e-02 
-1.62230e-02  9.70242e-02  1.19442e-01  1.72585e-01 -9.17834e-02 
-6.30719e-02  4.01553e-02 -6.58176e-03  4.05733e-02 -6.34899e-02 
 4.46432e-03 -3.28463e-03  2.94975e-02  3.03407e-02 -2.91610e-02 
 4.60613e-02  6.82636e-02  1.60440e-01  2.17986e-01 -1.03661e-01 
 1.07354e-01  7.19131e-03  6.20766e-02  1.37033e-01 -2.24873e-02 
 1.44798e-01  1.72662e-02  7.94002e-02  1.82867e-01 -2.08035e-02 
 2.84804e-01 -7.46767e-03  7.77465e-02  3.04198e-01 -2.68619e-02 
-2.47615e-03  2.30867e-02  4.06607e-02  5.29275e-02 -3.23170e-02 
 1.69106e-01  9.90917e-02  2.13667e-01  3.50615e-01 -8.24172e-02 
-1.57749e-01  2.24367e-01 -9.86764e-02  2.48344e-01 -1.81727e-01 
-1.28124e-01  7.79140e-02 -3.39083e-02  8.33509e-02 -1.33560e-01 
-2.68888e-01  5.77609e-02  2.00815e-01  1.53283e-01 -3.64410e-01 
-1.10811e-01 -1.95282e-01  3.25426e-01  1.75108e-01 -4.81202e-01 
-1.04334e-01 -1.63380e-01  1.35815e-01  5.12929e-03 -2.72843e-01 
-2.76316e-02  3.02810e-04 -2.21029e-03  4.76616e-04 -2.78054e-02 
-3.00279e-02  9.11772e-04 -1.80399e-03  1.01660e-03 -3.01327e-02 
-3.38826e-02  2.96616e-04 -1.20522e-03  3.39061e-04 -3.39250e-02 
-7.71616e-03  1.08170e-03 -3.16148e-02  2.86022e-02 -3.52366e-02 
-3.69781e-02 -6.79356e-04 -1.56936e-03 -6.11631e-04 -3.70458e-02 
-4.00645e-02 -1.78828e-04 -1.43610e-03 -1.27188e-04 -4.01162e-02 
-7.60086e-01 -2.64089e-01 -3.55173e-01 -7.89003e-02 -9.45274e-01 
-2.31517e-01 -5.70122e-03 -1.03749e-01  3.47272e-02 -2.71945e-01 
-2.60946e-01 -1.73361e-01 -1.81900e-01 -3.00562e-02 -4.04251e-01 
-2.65980e-01 -4.94279e-02 -7.56919e-02 -2.55943e-02 -2.89813e-01 
-1.77574e-01  1.00292e-03 -3.34110e-02  7.04929e-03 -1.83620e-01 
-1.85107e-01 -6.82728e-02 -9.52438e-02 -1.49584e-02 -2.38422e-01 
-1.45783e-01 -1.56773e-02 -2.65240e-02 -1.04778e-02 -1.50983e-01 
-6.40743e-03 -2.81327e-03 -2.96760e-02  2.51200e-02 -3.43407e-02 
-4.29062e-02 -2.07107e-04 -1.73374e-03 -1.36827e-04 -4.29765e-02 
-1.15370e-01 -2.38333e-02 -5.93102e-02  5.31463e-03 -1.44518e-01 
-1.20243e-01 -7.37722e-02 -8.41148e-02 -9.74244e-03 -1.84272e-01 
-1.03237e-01 -4.08437e-02 -5.80353e-02 -6.15157e-03 -1.37929e-01 
-1.32880e-01 -3.06979e-02 -5.31604e-02 -8.05757e-03 -1.55521e-01 
-1.00643e-01 -1.20389e-02 -3.75730e-02  1.74857e-03 -1.14431e-01 
-1.32176e-01 -1.42283e-03 -1.67707e-02  6.93955e-04 -1.34293e-01 
-1.00505e-01 -4.57436e-03 -1.21929e-02 -3.04889e-03 -1.02030e-01 
-7.70042e-02 -4.10302e-02 -5.15133e-02 -4.45389e-03 -1.13581e-01 
-4.64856e-02 -1.21981e-05 -2.19979e-03  9.16951e-05 -4.65894e-02 
-1.60808e-02 -4.97749e-03 -2.88371e-02  1.88375e-02 -3.98958e-02 
-5.13879e-02 -6.67464e-05 -2.70651e-03  7.55913e-05 -5.15302e-02 
-5.61223e-02 -1.40626e-04 -2.54667e-03 -2.50141e-05 -5.62379e-02 
-4.95314e-02  1.90512e-04 -2.35879e-03  3.02161e-04 -4.96431e-02 
-4.94010e-02 -1.40889e-03 -8.30261e-03 -1.31403e-05 -5.07968e-02 
-5.73484e-02 -5.39474e-04 -2.93795e-03 -3.87938e-04 -5.75000e-02 
-6.46633e-02  3.39054e-04 -3.14192e-03  4.90567e-04 -6.48148e-02 
-6.52409e-02 -1.64154e-03 -4.55948e-03 -1.31633e-03 -6.55661e-02 
-6.43902e-02 -3.35189e-03 -1.22732e-02 -9.76512e-04 -6.67656e-02 
-7.46717e-02  2.70391e-04 -4.42419e-03  5.30668e-04 -7.49320e-02 
-7.85345e-02 -2.86293e-03 -7.34326e-03 -2.15692e-03 -7.92405e-02 
-7.58557e-02 -6.64516e-03 -1.68241e-02 -2.77219e-03 -7.97287e-02 
-7.83435e-02 -3.85251e-03 -1.85045e-02  4.90952e-04 -8.26870e-02 
-6.87646e-02 -2.21685e-03 -1.31781e-02  2.97719e-04 -7.12791e-02 
-6.68871e-02 -9.61319e-03 -2.32155e-02 -1.38506e-03 -7.51152e-02 
-9.42696e-02 -1.05562e-02 -2.45155e-02 -3.90524e-03 -1.00921e-01 
-8.99798e-02 -2.23936e-02 -4.00473e-02 -3.78668e-03 -1.08587e-01 
-7.22847e-02 -2.16989e-02 -4.22354e-02  2.23788e-03 -9.62214e-02 
-5.72114e-02 -2.95918e-02 -4.10781e-02 -6.42730e-05 -8.67389e-02 
-7.10025e-02 -1.34238e-02 -3.20947e-02  9.01769e-04 -8.53281e-02 
-7.99754e-02 -1.46811e-02 -3.03946e-02 -2.72254e-03 -9.19340e-02 
-6.99497e-02 -8.42982e-03 -2.52950e-02  6.35020e-04 -7.90146e-02 
-6.29270e-02 -1.75766e-02 -3.32904e-02  2.74393e-05 -8.05310e-02 
-7.53360e-02 -2.12163e-02 -3.81145e-02 -1.53270e-03 -9.50196e-02 
-4.84319e-02 -2.77366e-02 -3.63028e-02 -3.35570e-04 -7.58330e-02 
-5.63132e-02 -3.04888e-02 -3.98578e-02 -1.50385e-03 -8.52982e-02 
-5.92178e-02 -1.33343e-03 -1.03545e-02  4.63057e-04 -6.10143e-02 
-5.57567e-02 -1.95863e-03 -9.70715e-03 -2.60690e-04 -5.74546e-02 
-1.52625e-02 -7.48331e-03 -2.68843e-02  1.57913e-02 -3.85371e-02 
-5.13788e-02 -1.09530e-03 -8.61748e-03  3.40543e-04 -5.28147e-02 
-5.09500e-02 -5.26618e-03 -1.57175e-02 -3.80979e-04 -5.58352e-02 
-9.97656e-02 -1.59912e-02 -3.35617e-02 -4.20408e-03 -1.11553e-01 
-8.64611e-02 -8.06966e-03 -2.69879e-02  3.22946e-04 -9.48537e-02 
-8.46570e-02  1.05923e-03 -7.62008e-03  1.73138e-03 -8.53291e-02 
-1.08238e-01 -3.91286e-03 -1.40379e-02 -2.05695e-03 -1.10094e-01 
-6.02084e-02 -6.80640e-03 -2.03233e-02  4.82525e-05 -6.70631e-02 
-5.79541e-02 -7.49886e-03 -1.90318e-02 -1.12519e-03 -6.43277e-02 
-5.04133e-02 -4.78340e-03 -1.62008e-02  3.83594e-04 -5.55803e-02 
-4.92677e-02 -1.17775e-02 -2.43715e-02  2.23974e-04 -6.12691e-02 
-4.41767e-02  1.01419e-04 -1.96764e-03  1.88686e-04 -4.42639e-02 
-4.42044e-02 -1.14641e-03 -7.00591e-03 -3.51657e-05 -4.53156e-02 
-5.52812e-02 -1.58039e-02 -2.85773e-02 -8.11073e-04 -7.02741e-02 
-3.96009e-02 -6.23769e-05 -1.55404e-03 -1.38995e-06 -3.96618e-02 
-3.98182e-02 -6.18853e-04 -5.87569e-03  2.42924e-04 -4.06800e-02 
-4.50690e-02 -7.03366e-04 -7.40220e-03  4.99069e-04 -4.62714e-02 
-4.47745e-02 -3.38585e-03 -1.35876e-02  6.76213e-04 -4.88366e-02 
-2.43540e-02 -1.07669e-02 -2.68589e-02  1.01443e-02 -4.52651e-02 
-3.51323e-02 -4.44623e-04 -2.02323e-03 -3.27012e-04 -3.52499e-02 
-5.94494e-02 -1.62586e-02 -3.10687e-02 -1.72158e-05 -7.56908e-02 
-4.86107e-02 -1.14576e-02 -2.47391e-02  9.03086e-04 -6.09713e-02 
