out.dat
   0.00100   0.00000
 1600 3008    2    1    0    2    0    0    0    0    5
    0
    1      325.00000       30.81690
    2      326.94480       31.79145
    3      325.00000       33.05803
    4      326.97543       29.62853
    5      325.00000       28.57634
    6      327.08651       33.89798
    7      328.65915       32.61906
    8      328.91131       30.71418
    9      325.00000       35.29216
   10      326.95578       27.41102
   11      328.96251       28.43486
   12      325.00000       26.34011
   13      327.29450       36.11418
   14      329.60891       34.53965
   15      330.68440       32.16428
   16      331.11143       29.65559
   17      325.00000       37.50000
   18      326.90498       25.24075
   19      328.80673       26.22580
   20      330.89942       26.96817
   21      325.00000       24.11029
   22      327.67470       38.66622
   23      329.41658       36.86503
   24      332.06463       33.87232
   25      331.91056       36.37168
   26      333.61639       31.60330
   27      333.44545       28.05584
   28      325.00000       39.65966
   29      326.89072       23.11417
   30      328.66120       24.23055
   31      330.25506       25.05945
   32      332.58872       24.36441
   33      325.00000       21.88816
   34      330.53179       38.68176
   35      329.42147       40.84657
   36      327.06529       41.02184
   37      334.24397       34.76963
   38      332.96796       38.81670
   39      334.27177       37.09553
   40      336.46380       29.51893
   41      336.95881       33.17994
   42      335.81151       26.17190
   43      325.00000       42.79924
   44      326.92686       20.97554
   45      328.74557       22.26833
   46      330.22632       23.51438
   47      330.80752       21.66315
   48      333.61983       20.18972
   49      335.55116       23.23664
   50      325.00000       19.67456
   51      331.64350       40.52410
   52      328.24011       43.10125
   53      331.36351       43.01181
   54      336.53018       36.48314
   55      333.76792       41.15139
   56      335.39512       39.01824
   57      338.46607       27.42204
   58      340.24975       30.61039
   59      340.35266       36.05709
   60      338.29365       24.35968
   61      327.04829       45.14265
   62      325.00000       46.26946
   63      326.98084       18.79718
   64      328.87320       20.18346
   65      330.72779       19.47875
   66      331.31127       17.37795
   67      333.87476       16.33462
   68      336.63468       17.89621
   69      337.44208       21.09748
   70      325.00000       17.47006
   71      329.54438       45.67397
   72      332.67145       46.06001
   73      334.20684       43.56533
   74      337.75606       38.68562
   75      336.76855       41.73389
   76      341.26541       26.31628
   77      344.40749       28.88598
   78      343.56273       32.79548
   79      339.63814       40.09038
   80      343.24039       40.44735
   81      344.73889       36.06084
   82      341.19612       21.88872
   83      327.48200       47.80149
   84      325.00000       49.78615
   85      327.04116       16.57302
   86      329.01872       18.00193
   87      329.17963       15.67622
   88      331.44918       14.61567
   89      333.83888       13.18598
   90      336.42868       14.74051
   91      339.13874       16.03632
   92      339.29682       18.94006
   93      325.00000       15.27504
   94      330.45679       48.73415
   95      333.96426       49.33381
   96      336.46275       45.86956
   97      339.87033       43.43516
   98      344.76209       24.46229
   99      348.37939       26.62264
  100      347.99267       32.30927
  101      342.94405       45.24142
  102      346.22885       43.25031
  103      348.54596       38.69499
  104      342.07393       17.72684
  105      345.21566       20.18940
  106      327.88785       51.07215
  107      325.00000       53.21998
  108      327.07587       14.30547
  109      329.19167       13.23731
  110      331.31865       11.91852
  111      333.52710        9.85360
  112      336.45085       11.65427
  113      338.64283       13.31944
  114      341.83453       13.50457
  115      325.00000       13.08978
  116      331.23313       52.21138
  117      335.13614       53.16522
  118      337.85718       49.72934
  119      339.82923       46.74363
  120      348.00972       22.59590
  121      352.23645       22.84575
  122      352.78164       28.56244
  123      353.27429       34.34638
  124      346.24105       47.60234
  125      342.01185       49.44265
  126      350.12248       44.21933
  127      354.10659       40.14557
  128      345.82945       15.55833
  129      349.46521       18.59904
  130      328.17534       54.62886
  131      325.00000       56.50967
  132      327.05929       12.04072
  133      329.07323       10.90233
  134      330.84125        9.72943
  135      336.88313        8.20094
  136      331.28338        7.30242
  137      334.10543        7.03202
  138      339.42616       10.63399
  139      342.78543        9.25546
  140      344.95823       11.90211
  141      325.00000       10.91450
  142      331.80156       56.23744
  143      336.26185       57.61955
  144      339.71152       53.63560
  145      353.31989       18.49580
  146      356.58446       19.94685
  147      357.04321       24.88334
  148      357.73180       30.34970
  149      358.47808       36.02394
  150      350.57727       49.67275
  151      345.45772       53.40777
  152      354.92920       45.80807
  153      359.24856       41.77071
  154      347.89788       12.04640
  155      349.33391       14.68381
  156      352.32879       15.26838
  157      328.17313       58.42235
  158      325.00000       59.62679
  159      327.02258        9.82330
  160      329.00682        8.68244
  161      335.89562        5.05853
  162      338.86931        5.35908
  163      339.96387        7.83771
  164      332.93790        4.74461
  165      329.74261        4.40817
  166      328.82199        6.69116
  167      341.87532        5.70183
  168      344.99069        6.01579
  169      346.41925        9.06745
  170      325.00000        8.74932
  171      331.82985       61.35566
  172      341.54436       58.44905
  173      337.55065       62.81423
  174      355.94102       15.71839
  175      359.97956       16.51716
  176      360.96240       21.21916
  177      361.90628       26.35636
  178      362.83671       31.88693
  179      363.67053       37.64435
  180      351.19658       55.36682
  181      355.58452       51.46443
  182      347.00347       59.36572
  183      359.92876       47.52135
  184      364.36875       43.50020
  185      349.64847        8.96759
  186      351.14824       11.94692
  187      354.68640       11.92901
  188      327.25305       62.14034
  189      325.00000       62.55998
  190      326.99122        7.65756
  191      334.79823        2.43939
  192      337.81649        2.60175
  193      340.82702        2.76406
  194      331.81612        2.24062
  195      326.95260        2.63142
  196      329.30892        1.85435
  197      327.08590        5.40522
  198      343.82987        2.91871
  199      346.82775        3.00142
  200      348.15942        6.00846
  201      325.00000        6.59436
  202      333.25051       66.68091
  203      328.51825       65.57476
  204      343.28672       63.76161
  205      339.11936       69.06846
  206      358.72986       12.13920
  207      363.12953       12.75088
  208      364.44498       17.38207
  209      365.74977       22.25236
  210      367.04990       27.58835
  211      368.14810       33.37553
  212      368.92721       39.39184
  213      352.27232       61.07767
  214      356.46659       57.12321
  215      360.61936       53.22786
  216      348.32856       64.13261
  217      364.98395       49.33800
  218      369.51862       45.38906
  219      351.22223        5.88148
